b'basic information',b'description'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 22:04  (Entered as : 02/19/17 22:04)<BR>Reported: 2/19/2017 8:33:43 PM 20:33<BR>Posted: 2/22/2017<BR>Location: Memphis, TN<BR>Shape: Flash<BR>Duration:Ongoing</FONT></TD>'","b""COLOR=#000000>Bright light South of the Memphis-Mississippi border that when viewed through a cell...can seeits actually moving fast..vanishing and<BR><BR>I saw what appeared to be an airplane to the North of my house Friday, Feb 17th 2017, but it was not moving.  I used the guide of a tree to verify it wasnt moving. Tonight, my neighbor told my husband to come out side and look at this object tonthe South of our house. I noticed it was the same appearance as what I saw Friday night. My neighbor though it was something doing surveillance. It doeant look like a star and it appears to be a bright light..or several bright lights in a row to make one. It is 10:10 PM as I type this and I have been recording it for over an hour. It moves similar to a flash light being waved spraticly in the dark and then it fizzles away and disappears...only to reappear a second later. I wish I could notify someone to docuement this better than I can...as I am using a LG Stylo 2 cell phone and have made numerous vidios over the past hour. By my naked eye, I can barely tell its moving, and it doesnt appear by naked eye to move a grea! t distance; but with my cell recording it, I am able to see it moving extremely fast sparaticly, actually disappearing only to reappear similar to a light splat. I emailed my local news to tell them what I am seeing and asked if they would also record it because thry might possibly be able to get better footage with a professional, high grade camera versus a LG cell phone. I have never ever experienced anything like this...and wasnt a believer in UFO\\'s. Ironically, my 8 year old son has been watching u_ _ _ _ videos on UFO\\'s and has been terrified to go to sleep the last few nights and I just finished telling him they dont exist...and if they did...they sure wouldn\\'t come to Memphis where it\\'s so populated and so much crime....I joked and alian would grt shot here..lol. This is unbelievably the most interesting thing I have ever seen. If anyone would like to see the footage I have, I\\'ll gladly post or send it. I am going to keep recording it every night while it\\'s here. I a! m 8 months pregnant and have to be up and at work in the morni! ng. I wi ll do one more recording before I go to bed. I wish someone could point me in the right direction of someone local to confirm this sighting! Anyone in my area of South Memphis...specifically Whitehaven, a half mile from the Mississippi border looking South. There are 3 stars that form a triangle to the left of it and 3 starsin a straight line to the right of it.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 22:00  (Entered as : 02/19/2017 22:00)<BR>Reported: 2/19/2017 7:57:18 PM 19:57<BR>Posted: 2/22/2017<BR>Location: South Dennis, MA<BR>Shape: Sphere<BR>Duration:10-15 minutes</FONT></TD>'","b""COLOR=#000000>Was out on my deck at 10pm looking at stars in southeastern, coastal Massachusetts (Cape Cod).  Noticed that a few dogs in my neighborhood started barking, which I thought was weird.  Looking north, I saw 2 round, cherry red spheres in what looked like a rhythmic dance.  It was beautiful.  The only color was cherry red, &amp; there was a slow, rhythmic, pulse to the light.<BR><BR>One I could see clearly outside the edges of a big tree that was blocking the sky.  The other I could see through the branches of the tree.  They did this rhythmic dance, like 1 went up &amp; the other went down.  Then they\\'d come back close, then swirl around slowly. I watched this for 20 minutes, transfixed.  Then one turned &amp; slowly went northeast, towards the ocean &amp; lower Cape.  The other turned left &amp; proceeded southwest, towards Yarmouth.  Both had that rhythmic, slow pulsing, cherry red light.  The one heading towards Yarmouth I observed until it disappeared at 1030 pm, when I came in &amp; immediately wanted to make this report.<BR><BR>Size wise, when I came in, I looked for something to compare it to.  Only thing I can compare them to is maybe the size of a small pea.<BR><BR>It was beautiful.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 21:05  (Entered as : 2/19/17 21:05)<BR>Reported: 2/19/2017 6:20:10 PM 18:20<BR>Posted: 2/22/2017<BR>Location: Midland (Canada), ON<BR>Shape: Light<BR>Duration:1 hour</FONT></TD>'","b'COLOR=#000000>star-like object in western sky in near north Ontario<BR><BR>Two pinpoints of light discernible using binoculars. Stationary in the western sky. Yellow/copper in colour, with some blue and red circling the predominant colour.  Appear to be moving closer:  the distance between the lights has increased.  Extremely stable in the sky, not a plant nor a planet/star.  Not a light atop a transmission tower.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 20:58  (Entered as : 02/19/17 20:58)<BR>Reported: 2/20/2017 11:08:11 AM 11:08<BR>Posted: 2/22/2017<BR>Location: Hays, MT<BR>Shape: Oval<BR>Duration:3 hours</FONT></TD>'",b'COLOR=#000000>Bright light changing colors and over time disappearing and reappearing but seemingly further away and in different area there was a light shining down from it when it was at its closest<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 20:30  (Entered as : 2/19/17 20:30)<BR>Reported: 2/19/2017 6:20:05 PM 18:20<BR>Posted: 2/22/2017<BR>Location: Grandville, MI<BR>Shape: Cone<BR>Duration:still going</FONT></TD>'","b'COLOR=#000000>bright round light with red on bottom but the shape does seem to change shape but very stationary<BR><BR>It changes shape but is round to cigar with red or orange fire on bottom...it appears to change shape..it also has been very stationary with a very bright light..too bright for star, plane, or satalite...it is now 9:15pm and it is still there..called state police and they are checking.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 20:00  (Entered as : 02/19/2017 20:00)<BR>Reported: 2/21/2017 5:17:39 PM 17:17<BR>Posted: 2/22/2017<BR>Location: Queensbury, NY<BR>Shape: Circle<BR>Duration:1/2 hour</FONT></TD>'","b'COLOR=#000000>lights circling around and following car at low altitude<BR><BR>as we were driving on rt 87 n in Queensbury,n.j.  the backseat occupant noticed we were being followed by a circle of lights rotating and following the car alternating from one side to the other with no particular type of pattern.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 19:50  (Entered as : 02/19/17 19:50)<BR>Reported: 2/19/2017 8:14:07 PM 20:14<BR>Posted: 2/22/2017<BR>Location: Tacoma, WA<BR>Shape: Triangle<BR>Duration:10  minutes</FONT></TD>'","b""COLOR=#000000>Bright triangle hovers in sky.<BR><BR>I walked outside for a smoke, when i noticed a very unusual bright light stationary above yet behind my father in laws house.  As i was standing there, i kept starring and asked my fiance to come outside.  Once he came outside it dimmed a bit.  He went to get his binoculors, it came back into view.  I stared at the light a bit longer.  The object started moving up and down yet staying in place.at that time i started to feel scared, and it seemed like whatever it was saw me staring.  I had a huge sense of fear and of being watched.  The object finally started moving towards me.  Which scared me more.  That\\'s when i noticed it was shapped as a triangle.  it was dark inside the triangle, yet had very bright lights outlining the object.  As soon as my fiance came back with his binos, the object stopped.  And to me it looked like it started to back up.  It ended up dissapearing behind the clouds.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 19:30  (Entered as : 2-19-17 19:30)<BR>Reported: 2/19/2017 4:52:21 PM 16:52<BR>Posted: 2/22/2017<BR>Location: Bushkill Township, PA<BR>Shape: Light<BR>Duration:2 hours</FONT></TD>'",b'COLOR=#000000>Bright light in sky last three days southwest maybe venus<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 19:30  (Entered as : 02/19/17 19:30)<BR>Reported: 2/19/2017 8:55:54 PM 20:55<BR>Posted: 2/22/2017<BR>Location: Siler City, NC<BR>Shape: Sphere<BR>Duration:20 minutes</FONT></TD>'","b""COLOR=#000000>Brilliantly-lit fire-colored, slow-moving object, with blue-green efflux.<BR><BR>This is the first time in my life that I\\'ve reported a sky-borne object sighting.  Because it was in the western sky, some people will think &quot;oh, Venus&quot; - fine.  I\\'m not an astronomer, but I\\'ve spent many a starry, planety night gazing at this sky from my hot tub, and have never seen anything like this.  <BR><BR>Tonight I had just stepped out onto my back deck, and this brilliant &quot;fire in the sky&quot; caught my eye, so I paused to watch it.  It was higher than local planes fly, but seemingly lower than the cruising altitude of a international jet.  It was moving slowly in the way that satellites do ... I always have fun looking for satellites in the sky because they\\'re more-common to spot than shooting stars.  But this was lower than a satellite.  It was BRIGHT ... so bright that it almost hurt my eyes to look directly at it, but it was so fascinating that I made myself look anyway.  The color of the object itself was yellow-orange, nearly exactly like fire, but the light coming from it towards the earth was a white light, which did not seem to be &quot;panning&quot; or searching ... it just seemed to be emanating.  There was no flickering or blinking. In addition, there were a few shafts of brilliant blue-green light coming from behind it as the object slowly travelled toward me (from west to east).  These almost neon blue-green rays were nearly obscured by the bright orange body of the object itself, but were colore! d so intensely that if you stared at it, you could clearly see them.  If one were to speculate, one might think that they would appear as they did if they were part of a propulsion system.<BR><BR> The object made no sound.  It was fairly high in the sky, at about 65 degrees.  Its path of direction was not constant, as a standard satellite\\'s would be.  It slowly tracked closer to my home (a rural area, with few houses), then it seemed to stabilize its location.  I went inside to do some internet searching of such phenomena, looked out the window about 10 minutes later and it seemed a bit further away to the west, and about a half hour after my initial sighting, I looked, and it was gone.  (And at that time, I also noted Venus in the sky, looking much further-away and much like a planet, like it always does.)  I am not so informed as to discount the possibility of extra-terrestrial visitors, but it seems much more likely to me that such an object could be military / government in origin. There are military bases within 50-100 miles to the south and east of me.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 17:59  (Entered as : 02/19/17 17:59)<BR>Reported: 2/19/2017 11:59:19 PM 23:59<BR>Posted: 2/22/2017<BR>Location: Waimea Canyon, HI<BR>Shape: Unknown<BR>Duration:1</FONT></TD>'","b'COLOR=#000000>I was hiking the Waimea canyon with two friends.  I was making burst shoots pictures of my friend.  On the last picture there is an object on the picture (you can see it perfect)  Comes from nowhere, moving away from us.  I have pictures.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 17:45  (Entered as : 2/19/17 17:45)<BR>Reported: 2/20/2017 5:18:46 AM 05:18<BR>Posted: 2/22/2017<BR>Location: Mananlapan, NJ<BR>Shape: Light<BR>Duration:5hours 45 minutes</FONT></TD>'",b'COLOR=#000000>Not the only time lights followed me.  First time saw 5 lights in row.<BR><BR>Saw lights behind store one bright and one dim.  The lights were spaced out.Its like there watching me because they followed me from Mananlapan NJ to PA.  It was a time of 5 hours and 15 minutes.  Also saw 5 lights and one dimer coming up Rt 287 North in NJ by Somerville.  They were spaced out in a line and reddish color also low from ground.  The time was 19:20.  I saw it for a while but driving and trees in the way of sight.</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 2/19/2017 14:00  (Entered as : 02/19/2017 14:00)<BR>Reported: 2/19/2017 11:25:08 AM 11:25<BR>Posted: 2/22/2017<BR>Location: Shrewsbury, MA<BR>Shape: Light<BR>Duration:~5 minutes</FONT></TD>'","b""COLOR=#000000>2 lights appeared right in front of airplane I was watching in the sky.  They were close together, then moved apart and further from airplane as it passed by them, then 5 more lights appeared.  One larger with a smaller light on opposite sides, another one a little smaller and  the rest same size as the first 2.  They moved in regards to each other a little, didn\\'t make a symmetrical formation, flew from north-west to south-east at steady speed.  <BR><BR>I ran home to get the camera, when I got back, they disappeared except 1 small one.  It disappeared within a minute or so.  I didn\\'t get a good shot.  :(</FONT></TD>"""
